targets,texts
0,also tell him i said happy birthday
0,"&lt;#&gt; , that's all? guess that's easy enough"
1,we tried to contact you re our offer of new video phone 750 anytime any network mins half price rental camcorder call 08000930705 or reply for delivery wed
0,just buy a pizza. meat lovers or supreme. u get to pick.
0,forgot to tell ü smth.. can ü like number the sections so that it's clearer..
0,"multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you."
1,a £400 xmas reward is waiting for you! our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. just call 09066380611
1,"shop till u drop, is it you, either 10k, 5k, £500 cash or £100 travel voucher, call now, 09064011000. ntt po box cr01327bt fixedline cost 150ppm mobile vary"
0,purity of friendship between two is not about smiling after reading the forwarded message..its about smiling just by seeing the name. gud evng musthu
0,i cant pick the phone right now. pls send a message
1,life has never been this much fun and great until you came in. you made it truly special for me. i won't forget you! enjoy @ one gbp/sms
0,that means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
0,you're gonna have to be way more specific than that
0,i'll let you know when it kicks in
0,haven't heard anything and he's not answering my texts so i'm guessing he flaked. that said the jb is fantastic
0,where is it. is there any opening for mca.
0,"height of oh shit....!! situation: a guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-d"
0,"hi hope u get this txt~journey hasnt been gd,now about 50 mins late i think."
0,"aight i've been set free, think you could text me blake's address? it occurs to me i'm not quite as sure what i'm doing as i thought i was"
0,"1) go to write msg 2) put on dictionary mode 3)cover the screen with hand, 4)press  &lt;#&gt; . 5)gently remove ur hand.. its interesting..:)"
0,dear :-/ why you mood off. i cant drive so i brother to drive
1,december only! had your mobile 11mths+? you are entitled to update to the latest colour camera mobile for free! call the mobile update co free on 08002986906
0,i dled 3d its very imp
1,please call amanda with regard to renewing or upgrading your current t-mobile handset free of charge. offer ends today. tel 0845 021 3680 subject to t's and c's
0,"under the sea, there lays a rock. in the rock, there is an envelope. in the envelope, there is a paper. on the paper, there are 3 words... '"
0,"i noe la... u wana pei bf oso rite... k lor, other days den..."
0,wat r u doing now?
1,"freemsg: claim ur 250 sms messages-text ok to 84025 now!use web2mobile 2 ur mates etc. join txt250.com for 1.50p/wk. t&c box139, la32wu. 16 . remove txtx or stop"
0,ok lor.
0,annoying isn't it.
0,where do you need to go to get it?
0,"carlos took a while (again), we leave in a minute"
0,if i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. and tell dad not to buy bb from anyone oh.
0,no calls..messages..missed calls
0,havent stuck at orchard in my dad's car. going 4 dinner now. u leh? so r they free tonight?
0,"cool, text me when you're ready"
1,cashbin.co.uk (get lots of cash this weekend!) www.cashbin.co.uk dear welcome to the weekend we have got our biggest and best ever cash give away!! these..
0,what time you thinkin of goin?
1,do you want a new video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow
0,"gosh that , what a pain. spose i better come then."
0,prepare to be pounded every night...
0,haha i think i did too
1,ur awarded a city break and could win a £200 summer shopping spree every wk. txt store to 88039 . skilgme. tscs087147403231winawk!age16 £1.50perwksub
0,i've reached sch already...
0,"are you being good, baby? :)"
0,great princess! i love giving and receiving oral. doggy style is my fave position. how about you? i enjoy making love  &lt;#&gt;  times per night :)
0,huh so fast... dat means u havent finished painting?
0,hanks lotsly!
0,yes princess! i want to make you happy...
0,height of recycling: read twice- people spend time for earning money and the same money is spent for spending time!;-) good morning.. keep smiling:-)
0,i'm ok. will do my part tomorrow
0,ok. every night take a warm bath drink a cup of milk and you'll see a work of magic. you still need to loose weight. just so that you know
0,"hey...great deal...farm tour 9am to 5pm $95/pax, $50 deposit by 16 may"
0,lovely smell on this bus and it ain't tobacco...
0,you call him and tell now infront of them. call him now.
0,"aight, we'll head out in a few"
0,pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. pls holla back
0,only if you promise your getting out as soon as you can. and you'll text me in the morning to let me know you made it in ok.
0,they r giving a second chance to rahul dengra.
0,u studying in sch or going home? anyway i'll b going 2 sch later.
0,"u so lousy, run already come back then half dead... hee..."
0,that's cause your old. i live to be high.
0,"hmm ok, i'll stay for like an hour cos my eye is really sore!"
0,just chill for another 6hrs. if you could sleep the pain is not a surgical emergency so see how it unfolds. okay
0,are you at work right now ?
0,compliments to you. was away from the system. how your side.
0,can you say what happen
0,he says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
0,oh fuck. juswoke up in a bed on a boatin the docks. slept wid 25 year old. spinout! giv u da gossip l8r. xxx
0,ya very nice. . .be ready on thursday
0,ok good then i later come find ü... c lucky i told ü to go earlier... later pple take finish ü no more again...
0,"i'm outside islands, head towards hard rock and you'll run into me"
0,oh thats late! well have a good night and i will give u a call tomorrow. iam now going to go to sleep night night
0,this is all just creepy and crazy to me.
1,someone has contacted our dating service and entered your phone because they fancy you! to find out who it is call from a landline 09111032124 . pobox12n146tf150p
0,then ur physics get a-?
0,"sorry,in meeting i'll call later"
0,"sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. i have some bills that i can't settle this month. i am out of all extra cash. i know this is a challenging time for you also but i have to let you know."
0,his bday real is in april .
0,everybody had fun this evening. miss you.
0,u can call me now...
0,friends that u can stay on fb chat with
0,yo come over carlos will be here soon
0,so gd got free ice cream... i oso wan...
0,"sorry, i'll call later"
0,baaaaabe! i misss youuuuu ! where are you ? i have to go and teach my class at 5 ...
1,ur cash-balance is currently 500 pounds - to maximize ur cash-in now send go to 86688 only 150p/msg. cc 08718720201 hg/suite342/2lands row/w1j6hl
0,ok... c ya...
0,ok lor thanx... ü in school?
0,is that on the telly? no its brdget jones!
0,"arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin bite me, bite me."
1,"hello from orange. for 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply yes. terms apply: www.orange.co.uk/ow"
0,"you aren't coming home between class, right? i need to work out and shower!"
0,"come to me, slave. your doing it again ... going into your shell and unconsciously avoiding me ... you are making me unhappy :-("
0,tmr then ü brin lar... aiya later i come n c lar... mayb ü neva set properly ü got da help sheet wif ü...
0,how come guoyang go n tell her? then u told her?
0,just sent it. so what type of food do you like?
1,"this is the 2nd time we have tried to contact u. u have won the £400 prize. 2 claim is easy, just call 087104711148 now! only 10p per minute. bt-national-rate"
0,i thk u dun haf 2 hint in e forum already lor... cos i told ron n darren is going 2 tell shuhui.
0,hope you are feeling great. pls fill me in. abiola
0,i anything lor.
0,went fast asleep dear.take care.
0,"i am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye."
0,wah lucky man... then can save money... hee...
0,"sorry, i'll call later"
0,thanx4 today cer it was nice 2 catch up but we ave 2 find more time more often oh well take care c u soon.c
0,congrats ! treat pending.i am not on mail for 2 days.will mail once thru.respect mother at home.check mails.
0,thanks. it was only from tescos but quite nice. all gone now. speak soon
0,"u wake up already? wat u doing? u picking us up later rite? i'm taking sq825, reaching ard 7 smth 8 like dat. u can check e arrival time. c ya soon..."
0,"k i'll head out in a few mins, see you there"
0,aah! a cuddle would be lush! i'd need lots of tea and soup before any kind of fumbling!
1,do you want 750 anytime any network mins 150 text and a new video phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
0,"i jus hope its true that  missin me cos i'm really missin him! you haven't done anything to feel guilty about, yet."
0,i'm home. ard wat time will u reach?
0,"yo, the game almost over? want to go to walmart soon"
1,for taking part in our mobile survey yesterday! you can now have 500 texts 2 use however you wish. 2 get txts just send txt to 80160 t&c www.txt43.com 1.50p
1,dorothy@kiefer.com (bank of granite issues strong-buy) explosive pick for our members *****up over 300% *********** nasdaq symbol cdgt that is a $5.00 per..
0,he is there. you call and meet him
1,"hungry gay guys feeling hungry and up 4 it, now. call 08718730555 just 10p/min. to stop texts call 08712460324 (10p/min)"
0,great. i was getting worried about you. just know that a wonderful and caring person like you will have only the best in life. know that u r wonderful and god's love is yours.
0,i anything lor...
0,"sorry, i'll call later"
1,"loan for any purpose £500 - £75,000. homeowners + tenants welcome. have you been previously refused? we can still help. call free 0800 1956669 or text back 'help'"
0,yo! howz u? girls never rang after india. l
1,you have been specially selected to receive a 2000 pound award! call 08712402050 before the lines close. cost 10ppm. 16+. t&cs apply. ag promo
0,awww dat is sweet! we can think of something to do he he! have a nice time tonight ill probably txt u later cos im lonely :( xxx.
0,i remain unconvinced that this isn't an elaborate test of my willpower
0,haha... they cant what... at the most tmr forfeit... haha so how?
0,"you have come into my life and brought the sun ..shiny down on me, warming my heart. putting a constant smile on my face ... making me feel loved and cared for"
1,free entry into our £250 weekly comp just send the word win to 80086 now. 18 t&c www.txttowin.co.uk
1,block breaker now comes in deluxe format with new features and great graphics from t-mobile. buy for just £5 by replying get bbdeluxe and take the challenge
0,sindu got job in birla soft ..
0,"well, i have to leave for my class babe ... you never came back to me ... :-( ... hope you have a nice sleep, my love"
0,i'm in town now so i'll jus take mrt down later.
0,i absolutely love south park! i only recently started watching the office.
0,but you dint in touch with me.
1,free>ringtone! reply real or poly eg real1 1. pushbutton 2. dontcha 3. babygoodbye 4. golddigger 5. webeburnin 1st tone free and 6 more when u join for £3/wk
0,you lifted my hopes with the offer of money. i am in need. especially when the end of the month approaches and it hurts my studying. anyways have a gr8 weekend
1,private! your 2003 account statement for shows 800 un-redeemed s. i. m. points. call 08719899230 identifier code: 41685 expires 07/11/04
0,huh y lei...
1,8007 25p 4 alfie moon's children in need song on ur mob. tell ur m8s. txt tone charity to 8007 for nokias or poly charity for polys :zed 08701417012 profit 2 charity
1,a link to your picture has been sent. you can also use http://alto18.co.uk/wave/wave.asp?o=44345
0,go chase after her and run her over while she's crossing the street
0,just got outta class gonna go gym.
1,"hello darling how are you today? i would love to have a chat, why dont you tell me what you look like and what you are in to sexy?"
0,i'll probably be around mu a lot
0,cos darren say ü considering mah so i ask ü...
0,prof: you have passed in all the papers in this sem congrats . . . . student: enna kalaachutaarama..!! prof:???? gud mrng!
0,ha ha ha good joke. girls are situation seekers.
0,i want to be inside you every night...
0,dunno leh cant remember mayb lor. so wat time r we meeting tmr?
0,"hey there babe, how u doin? wot u up 2 2nite love annie x."
0,okie ü wan meet at bishan? cos me at bishan now. i'm not driving today.
0,sorry de i went to shop.
0,right it wasnt you who phoned it was someone with a number like yours!
0,wat r u doing?
0,have a good trip. watch out for . remember when you get back we must decide about easter.
0,you'd like that wouldn't you? jerk!
0,go fool dont cheat others ok
0,ok i msg u b4 i leave my house.
1,free top ringtone -sub to weekly ringtone-get 1st week free-send subpoly to 81618-?3 per week-stop sms-08718727870
0,the world's most happiest frnds never have the same characters... dey just have the best understanding of their differences...
0,"faith makes things possible,hope makes things work,love makes things beautiful,may you have all three this christmas!merry christmas!"
0,you stayin out of trouble stranger!!saw dave the other day hes sorted now!still with me bloke when u gona get a girl mr!ur mum still thinks we will get 2getha!
0,hows the street where the end of library walk is?
1,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???
0,just got to  &lt;#&gt;
0,omg you can make a wedding chapel in frontierville? why do they get all the good stuff?
0,i said its okay. sorry
0,sure but since my parents will be working on tuesday i don't really need a cover story
0,anything lor is she coming?
0,"love isn't a decision, it's a feeling. if we could decide who to love, then, life would be much simpler, but then less magical"
1,send a logo 2 ur lover - 2 names joined by a heart. txt love name1 name2 mobno eg love adam eve 07123456789 to 87077 yahoo! pobox36504w45wq txtno 4 no ads 150p.
0,hi i won't b ard 4 christmas. but do enjoy n merry x'mas.
0,then u going ikea str aft dat?
0,i dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
0,ok...
0,"sorry, i'll call later in meeting."
0,dun need to use dial up juz open da browser n surf...
0,hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.
1,u have won a nokia 6230 plus a free digital camera. this is what u get when u win our free auction. to take part send nokia to 83383 now. pobox114/14tcr/w1 16
0,"she said,'' do u mind if i go into the bedroom for a minute ? '' ''ok'', i sed in a sexy mood. she came out 5 minuts latr wid a cake...n my wife,"
0,once free call me sir. i am waiting for you.
0,"short but cute: be a good person, but dont try to prove it.. .gud noon...."
0,welp apparently he retired
1,urgent! your mobile number has been awarded with a £2000 prize guaranteed. call 09061790121 from land line. claim 3030. valid 12hrs only 150ppm
0,sent me ur email id soon
0,no probs hon! how u doinat the mo?
0,east coast
0,customer place i will call you
0,"sorry, i'll call later"
0,ard 530 lor. i ok then message ü lor.
0,sday only joined.so training we started today:)
0,the hair cream has not been shipped.
0,so when do you wanna gym?
0,nice.nice.how is it working?
0,i wnt to buy a bmw car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
1,private! your 2003 account statement for 07973788240 shows 800 un-redeemed s. i. m. points. call 08715203649 identifier code: 40533 expires 31/10/04
0,"dear, take care. i am just reaching home.love u a lot."
0,i'm at home. please call
0,super da:)good replacement for murali
0,hi babe im at home now wanna do something? xx
0,have you heard about that job? i'm going to that wildlife talk again tonight if u want2come. its that2worzels and a wizzle or whatever it is?!
0,cheers u tex mecause u werebored! yeah okden hunny r uin wk sat?sounds likeyour havin gr8fun j! keep updat countinlots of loveme xxxxx.
0,wat's my dear doing? sleeping ah?
0,all sounds good. fingers . makes it difficult to type
0,in work now. going have in few min.
0,yup... hey then one day on fri we can ask miwa and jiayin take leave go karaoke
0,"i'm tired of arguing with you about this week after week. do what you want and from now on, i'll do the same."
1,this message is brought to you by gmw ltd. and is not connected to the
0,"well, i was about to give up cos they all said no they didn‘t do one nighters. i persevered and found one but it is very cheap so i apologise in advance. it is just somewhere to sleep isnt it?"
1,it to 80488. your 500 free text messages are valid until 31 december 2005.
0,i dont thnk its a wrong calling between us
1,guess who am i?this is the first time i created a web page www.asjesus.com read all i wrote. i'm waiting for your opinions. i want to be your friend 1/1
0,no problem. how are you doing?
0,a guy who gets used but is too dumb to realize it.
0,"fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
0,nothing just getting msgs by dis name wit different no's..
0,oh did you charge camera
0,lol yes. our friendship is hanging on a thread cause u won't buy stuff.
1,"ou are guaranteed the latest nokia phone, a 40gb ipod mp3 player or a £500 prize! txt word: collect to no: 83355! ibhltd ldnw15h 150p/mtmsgrcvd18"
0,oh:)as usual vijay film or its different?
0,"as i entered my cabin my pa said, '' happy b'day boss !!''. i felt special. she askd me 4 lunch. after lunch she invited me to her apartment. we went there."
0,ooooooh i forgot to tell u i can get on yoville on my phone
0,already one guy loving you:-.
0,why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke
0,prepare to be pleasured :)
0,and maybe some pressies
0,were trying to find a chinese food place around here
0,"awesome, i'll see you in a bit"
0,da my birthdate in certificate is in april but real date is today. but dont publish it. i shall give you a special treat if you keep the secret. any way thanks for the wishes
0,i will once i get home
0,not a drop in the tank
0,joy's father is john. then john is the ____ of joy's father. if u ans ths you hav  &lt;#&gt;  iq. tis s ias question try to answer.
1,network operator. the service is free. for t & c's visit 80488.biz
0,yo chad which gymnastics class do you wanna take? the site says christians class is full..
0,i'll pick you up at about 5.15pm to go to taunton if you still want to come.
0,how are you. just checking up on you
0,"i hav almost reached. call, i m unable to connect u."
1,freemsg: txt: call to no: 86888 & claim your reward of 3 hours talk time to use from your phone now! subscribe6gbp/mnth inc 3hrs 16 stop?txtstop
0,did you try making another butt.
0,or i go home first lar ü wait 4 me lor.. i put down my stuff first..
0,ok i'm coming home now.
0,"night has ended for another day, morning has come in a special way. may you smile like the sunny rays and leaves your worries at the blue blue bay. gud mrng"
0,s.this will increase the chance of winning.
0,omg it could snow here tonite!
0,really dun bluff me leh... u sleep early too. nite...
0,pete can you please ring meive hardly gotany credit
0,webpage s not available!
0,can't take any major roles in community outreach. you rock mel
0,no i don't have cancer. moms making a big deal out of a regular checkup aka pap smear
1,your b4u voucher w/c 27/03 is marsms. log onto www.b4utele.com for discount credit. to opt out reply stop. customer care call 08717168528
1,sexy singles are waiting for you! text your age followed by your gender as wither m or f e.g.23f. for gay men text your age followed by a g. e.g.23g.
0,"sorry man, my stash ran dry last night and i can't pick up more until sunday"
0,no da. . vijay going to talk in jaya tv
1,private! your 2003 account statement for shows 800 un-redeemed s. i. m. points. call 08715203652 identifier code: 42810 expires 29/10/0
0,i wish things were different. i wonder when i will be able to show you how much i value you. pls continue the brisk walks no drugs without askin me please and find things to laugh about. i love you dearly.
0,no..few hours before.went to hair cut .
0,keep yourself safe for me because i need you and i miss you already and i envy everyone that see's you in real life
1,reminder: you have not downloaded the content you have already paid for. goto http://doit. mymoby. tv/ to collect your content.
1,someone u know has asked our dating service 2 contact you! cant guess who? call 09058091854 now all will be revealed. po box385 m6 6wu
0,i surely dont forgot to come:)i will always be in touch in with you:-)
0,want to send me a virtual hug?... i need one
0,how are you doing. how's the queen. are you going for the royal wedding
0,so is there anything specific i should be doing with regards to jaklin or what because idk what the fuck
0,din i tell u jus now 420
0,you only hate me. you can call any but you didnt accept even a single call of mine. or even you messaged
1,u r a winner u ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )
0,u 2.
0,lemme know when you're here
0,i have a sore throat. it's scratches when i talk
0,it's still not working. and this time i also tried adding zeros. that was the savings. the checking is  &lt;#&gt;
0,how's it going? got any exciting karaoke type activities planned? i'm debating whether to play football this eve. feeling lazy though.
0,i dunno lei... like dun haf...
0,its a valentine game. . . send dis msg to all ur friends. . if 5 answers r d same then someone really loves u. . ques- which colour suits me the best?
0,dip's cell dead. so i m coming with him. u better respond else we shall come back.
0,now got tv 2 watch meh? u no work today?
0,why nothing. ok anyway give me treat
0,sorry. you never hear unless you book it. one was kinda a joke--thet were really looking for skinny white girls. the other was one line--you can only do so much on camera with that. something like that they're casting on the look.
0,today is accept day..u accept me as? brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd no rply means enemy
0,"do you know why god created gap between your fingers..? so that, one who is made for you comes &amp; fills those gaps by holding your hand with love..!"
0,hi..i got the money da:)
0,just glad to be talking to you.
0,are you plans with your family set in stone ?
0,then ü wait 4 me at bus stop aft ur lect lar. if i dun c ü then i go get my car then come back n pick ü.
0,"oh ! a half hour is much longer in syria than canada, eh ? wow you must get so much more work done in a day than us with all that extra time ! *grins*"
0,aiyah sorry lor... i watch tv watch until i forgot 2 check my phone.
0,still otside le..u come 2morrow maga..
0,jus came back fr lunch wif my sis only. u leh?
0,at the funeral home with audrey and dad
0,wat r u doing?
0,"aldrine, rakhesh ex rtm here.pls call.urgent."
0,k.then any other special?
0,baaaaaaaabe! wake up ! i miss you ! i crave you! i need you!
0,i jus reached home. i go bathe first. but my sis using net tell u when she finishes k...
0,come to medical college at 7pm ......forward it da
0,do well :)all will for little time. thing of good times ahead:
0,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
0,oh thanks a lot..i already bought 2 eggs ..
0,ok i'm gonna head up to usf in like fifteen minutes
0,customer place i will call you.
0,when can ü come out?
0,no current and food here. i am alone also
0,ofcourse i also upload some songs
0,"we are at grandmas. oh dear, u still ill? i felt shit this morning but i think i am just hungover! another night then. we leave on sat."
0,ok... thanx... gd nite 2 ü too...
0,ok but tell me half an hr b4 u come i need 2 prepare.
1,todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. if your number matches please call 09063442151 to claim your £350 award
0,great. so should i send you my account number.
0,yup i'm free...
0,ok lor...
0,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
0,i wont. so wat's wit the guys
0,no. its not specialisation. can work but its slave labor. will look for it this month sha cos no shakara 4 beggar.
0,"call me, i am senthil from hsbc."
0,"mmmmm ... i loved waking to your words this morning ! i miss you too, my love. i hope your day goes well and you are happy. i wait for us to be together again"
0,i will vote for wherever my heart guides me
0,i want to tell you how bad i feel that basically the only times i text you lately are when i need drugs
0,how do friends help us in problems? they give the most stupid suggestion that lands us into another problem and helps us forgt the previous problem
0,"perhaps * is much easy give your account identification, so i will tomorrow at uni"
0,yeah get the unlimited
0,yes but i don't care cause i know its there!
0,just nw i came to hme da..
0,meeting u is my work. . . tel me when shall i do my work tomorrow
0,oh great. i.ll disturb him more so that we can talk.
0,anything lar then ü not going home 4 dinner?
1,"gr8 poly tones 4 all mobs direct 2u rply with poly title to 8007 eg poly breathe1 titles: crazyin, sleepingwith, finest, ymca :getzed.co.uk pobox365o4w45wq 300p"
0,good morning my dear shijutta........... have a great &amp; successful day.
0,yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night
0,i doubt you could handle 5 times per night in any case...
0,i'll be in sch fr 4-6... i dun haf da book in sch... it's at home...
0,i accidentally deleted the message. resend please.
0,"no! but we found a diff farm shop to buy some cheese. on way back now, can i call in?"
0,finished class where are you.
0,mm umma ask vava also to come tell him can play later together
0,symptoms when u are in love: 1.u like listening songs 2.u get stopped where u see the name of your beloved 3.u won't get angry when your
0,"i can't keep going through this. it was never my intention to run you out, but if you choose to do that rather than keep the room clean so *i* don't have to say no to visitors, then maybe that's the best choice. yes, i wanted you to be embarassed, so maybe you'd feel for once how i feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. i've tried everything. i don't know what else to do."
0,you can jot down things you want to remember later.
0,"by the way, 'rencontre' is to meet again. mountains dont...."
0,this single single answers are we fighting? plus i said am broke and you didnt reply
0,hope you are having a great day.
0,you do your studies alone without anyones help. if you cant no need to study.
0,"the guy (kadeem) hasn't been selling since the break, i know one other guy but he's paranoid as fuck and doesn't like selling without me there and i can't be up there til late tonight"
0,also remember to get dobby's bowl from your car
0,hmm thinking lor...
1,call 09090900040 & listen to extreme dirty live chat going on in the office right now total privacy no one knows your [sic] listening 60p min 24/7mp 0870753331018+
0,"rose needs water, season needs change, poet needs imagination..my phone needs ur sms and i need ur lovely frndship forever...."
0,"i wasn't well babe, i have swollen glands at my throat ... what did you end up doing ?"
1,we currently have a message awaiting your collection. to collect your message just call 08718723815.
0,wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
0,i'm e person who's doing e sms survey...
0,"alright omw, gotta change my order to a half8th"
0,ok thanx... take care then...
0,i‘ll have a look at the frying pan in case it‘s cheap or a book perhaps. no that‘s silly a frying pan isn‘t likely to be a book
0,don't make life too stressfull.. always find time to laugh.. it may not add years to your life! but surely adds more life to ur years!! gud ni8..swt dreams..
1,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or £250 cash every wk. txt pod to 84128 ts&cs www.textpod.net custcare 08712405020.
0,"it's ok, at least armand's still around"
0,"haha good to hear, i'm officially paid and on the market for an 8th"
0,aight well keep me informed
0,no..but heard abt tat..
0,they said ü dun haf passport or smth like dat.. or ü juz send to my email account..
0,now get step 2 outta the way. congrats again.
0,"yeah, probably here for a while"
0,cuz ibored. and don wanna study
1,reply with your name and address and you will receive by post a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p
0,"geeee ... i miss you already, you know ? your all i can think about. fuck, i can't wait till next year when we will be together ... *loving kiss*"
0,no messages on her phone. i'm holding it now
0,the beauty of life is in next second.. which hides thousands of secrets. i wish every second will be wonderful in ur life...!! gud n8
0,hi! you just spoke to maneesha v. we'd like to know if you were satisfied with the experience. reply toll free with yes or no.
0,nothing. can...
0,this is hoping you enjoyed your game yesterday. sorry i've not been in touch but pls know that you are fondly bein thot off. have a great week. abiola
1,sms auction - a brand new nokia 7250 is up 4 auction today! auction is free 2 join & take part! txt nokia to 86021 now! hg/suite342/2lands row/w1j6hl
0,u really pig leh sleep so much. my dad wake me up at 10 smth 2 eat lunch today.
0,if you hear a loud scream in about &lt;#&gt; minutes its cause my gyno will be shoving things up me that don't belong :/
0,these won't do. have to move on to morphine
0,die... i accidentally deleted e msg i suppose 2 put in e sim archive. haiz... i so sad...
0,watching tv lor. nice one then i like lor.
0,"ok, be careful ! don't text and drive !"
0,some are lasting as much as 2 hours. you might get lucky.
1,wow! the boys r back. take that 2007 uk tour. win vip tickets & pre-book with vip club. txt club to 81303. trackmarque ltd info@vipclub4u.
0,im gonna miss u so much
0,miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though i am miles away from u.. :-)keep smiling.. good nyt
0,"thanx 4 the time weve spent 2geva, its bin mint! ur my baby and all i want is u!xxxx"
1,free entry in 2 a weekly comp for a chance to win an ipod. txt pod to 80182 to get entry (std txt rate) t&c's apply 08452810073 for details 18+
0,feel yourself that you are always happy.. slowly it becomes your habit &amp; finally it becomes part of your life.. follow it.. happy morning &amp; have a happy day:)
0,"good morning, my boytoy! how's those yummy lips ? where's my sexy buns now ? what do you do ? do you think of me ? do you crave me ? do you need me ?"
0,"hmmm ... and imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! are you sure your ready for that kind of life ?"
0,watching ajith film ah?
1,rt-king pro video club>> need help? info@ringtoneking.co.uk or call 08701237397 you must be 16+ club credits redeemable at www.ringtoneking.co.uk! enjoy!
0,thanks for being there for me just to talk to on saturday. you are very dear to me. i cherish having you as a brother and role model.
0,i am getting threats from your sales executive shifad as i raised complaint against him. its an official message.
0,i asked you to call him now ok
0,prabha..i'm soryda..realy..frm heart i'm sory
0,i have gone into get info bt dont know what to do
0,not getting anywhere with this damn job hunting over here!
0,babe ? i lost you ... :-(
0,what part of don't initiate don't you understand
0,you made my day. do have a great day too.
0,well. you know what i mean. texting
0,yeah like if it goes like it did with my friends imma flip my shit in like half an hour
0,"sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u.."
0,yar else i'll thk of all sorts of funny things.
0,pls come quick cant bare this.
0,gudnite....tc...practice going on
0,have a good evening! ttyl
0,"alright, we're all set here, text the man"
0,ok thanx...
1,jamster! to get your free wallpaper text heart to 88888 now! t&c apply. 16 only. need help? call 08701213186.
0,great. hope you are using your connections from mode men also cos you can never know why old friends can lead you to today
0,i sent you  &lt;#&gt;  bucks
0,it's ok i wun b angry. msg u aft i come home tonight.
0,she's fine. good to hear from you. how are you my dear? happy new year oh.
1,freemsg hi baby wow just got a new cam moby. wanna c a hot pic? or fancy a chat?im w8in 4utxt / rply chat to 82242 hlp 08712317606 msg150p 2rcv
0,hi princess! thank you for the pics. you are very pretty. how are you?
0,"al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? hav 2go, thanx.xx"
0,if you r @ home then come down within 5 min
1,hi 07734396839 ibh customer loyalty offer: the new nokia6600 mobile from only £10 at txtauction!txt word:start to no:81151 & get yours now!4t&
0,y so late but i need to go n get da laptop...
0,becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer
1,you have 1 new message. please call 08715205273
0,hi its kate it was lovely to see you tonight and ill phone you tomorrow. i got to sing and a guy gave me his card! xxx
1,customer loyalty offer:the new nokia6650 mobile from only £10 at txtauction! txt word: start to no: 81151 & get yours now! 4t&ctxt tc 150p/mtmsg
0,ha... both of us doing e same thing. but i got tv 2 watch. u can thk of where 2 go tonight or u already haf smth in mind...
1,win a £1000 cash prize or a prize worth £5000
0,"i promise to take good care of you, princess. i have to run now. please send pics when you get a chance. ttyl!"
0,dear we are going to our rubber place
0,i'm already back home so no probably not
1,"free nokia or motorola with upto 12mths 1/2price linerental, 500 free x-net mins&100txt/mth free b'tooth*. call mobileupd8 on 08001950382 or call 2optout/d3wv"
1,free entry in 2 a weekly comp for a chance to win an ipod. txt pod to 80182 to get entry (std txt rate) t&c's apply 08452810073 for details 18+
0,wow didn't think it was that common. i take it all back ur not a freak! unless u chop it off:-)
0,you will be in the place of that man
0,sorry dude. dont know how i forgot. even after dan reminded me. sorry. hope you guys had fun.
0,"coffee cake, i guess..."
